,year,month,Station_Number,Oxygen,Lat,Lng,Station_Name
2802,2003,5,34.0,5.9,37.495,-122.098333,Newark Slough
2803,2003,5,35.0,6.0,37.48,-122.078333,Mowry Slough
2804,2003,5,36.0,6.6,37.471667,-122.066667,Calaveras Point
2805,2003,5,649.0,8.5,38.06,-121.8,Sacramento River
2806,2003,5,657.0,8.2,38.151667,-121.688333,Rio Vista
2807,2003,6,2.0,7.9,38.063333,-121.851667,Chain Island
2808,2003,6,3.0,8.0,38.051667,-121.88,Pittsburg
2809,2003,6,4.0,7.9,38.048333,-121.935,Simmons Point
2810,2003,6,5.0,8.0,38.06,-121.98,Middle Ground
2811,2003,6,6.0,8.1,38.065,-122.035,Roe Island
2812,2003,6,7.0,8.0,38.048333,-122.096667,Avon Pier
2813,2003,6,8.0,8.0,38.03,-122.151667,Martinez
2814,2003,6,9.0,7.8,38.056667,-122.185,Benicia
2815,2003,6,10.0,7.9,38.06,-122.208333,Crockett
2816,2003,6,11.0,7.6,38.06,-122.266667,Mare Island
2817,2003,6,12.0,7.6,38.051667,-122.311667,Pinole Shoal
2818,2003,6,13.0,7.4,38.028333,-122.37,N. of Pinole Point
2819,2003,6,14.0,7.4,38.006667,-122.405,"""Echo"" Buoy"
2820,2003,6,15.0,7.5,37.973333,-122.436667,Point San Pablo
2821,2003,6,16.0,7.4,37.916667,-122.446667,"""Charlie"" Buoy"
2822,2003,6,17.0,7.2,37.878333,-122.421667,Raccoon Strait
2823,2003,6,18.0,7.0,37.846667,-122.421667,Point Blunt
2824,2003,6,20.0,6.9,37.82,-122.393333,Blossom Rock
2825,2003,6,21.0,7.0,37.788333,-122.358333,Bay Bridge
2826,2003,6,22.0,7.0,37.765,-122.358333,Potrero Point
2827,2003,6,23.0,7.0,37.728333,-122.336667,Hunter's Point
2828,2003,6,24.0,7.0,37.698333,-122.338333,Candlestick Point
2829,2003,6,25.0,6.9,37.67,-122.325,Oyster Point
2830,2003,6,26.0,6.7,37.636667,-122.313333,San Bruno Shoal
2831,2003,6,27.0,6.8,37.618333,-122.291667,San Francisco Airport
2832,2003,6,28.0,6.7,37.601667,-122.27,N. of San Mateo Bridge
2833,2003,6,29.0,6.5,37.58,-122.245,S. of San Mateo Bridge
2834,2003,6,29.5,6.4,37.568333,-122.218333,Steinberger Slough
2835,2003,6,30.0,6.5,37.555,-122.19,Redwood Creek
2836,2003,6,31.0,6.4,37.528333,-122.158333,Coyote Hills
2837,2003,6,32.0,6.4,37.518333,-122.133333,Ravenswood Point
2838,2003,6,33.0,6.4,37.508333,-122.121667,Dumbarton Bridge
2839,2003,6,34.0,6.3,37.495,-122.098333,Newark Slough
2840,2003,6,36.0,6.1,37.471667,-122.066667,Calaveras Point
2841,2003,6,649.0,7.9,38.06,-121.8,Sacramento River
2842,2003,6,657.0,7.8,38.151667,-121.688333,Rio Vista
2843,2003,7,3.0,7.7,38.051667,-121.88,Pittsburg
2844,2003,7,4.0,7.7,38.048333,-121.935,Simmons Point
2845,2003,7,5.0,7.8,38.06,-121.98,Middle Ground
2846,2003,7,6.0,7.8,38.065,-122.035,Roe Island
2847,2003,7,9.0,7.5,38.056667,-122.185,Benicia
2848,2003,7,10.0,7.4,38.06,-122.208333,Crockett
2849,2003,7,11.0,7.1,38.06,-122.266667,Mare Island
2850,2003,7,12.0,7.0,38.051667,-122.311667,Pinole Shoal
2851,2003,7,13.0,6.8,38.028333,-122.37,N. of Pinole Point
2852,2003,7,14.0,7.0,38.006667,-122.405,"""Echo"" Buoy"
2853,2003,7,15.0,7.1,37.973333,-122.436667,Point San Pablo
2854,2003,7,16.0,6.7,37.916667,-122.446667,"""Charlie"" Buoy"
2855,2003,7,17.0,6.4,37.878333,-122.421667,Raccoon Strait
2856,2003,7,18.0,6.7,37.846667,-122.421667,Point Blunt
2857,2003,7,20.0,6.4,37.82,-122.393333,Blossom Rock
2858,2003,7,21.0,6.6,37.788333,-122.358333,Bay Bridge
2859,2003,7,22.0,6.6,37.765,-122.358333,Potrero Point
2860,2003,7,23.0,6.8,37.728333,-122.336667,Hunter's Point
2861,2003,7,24.0,6.9,37.698333,-122.338333,Candlestick Point
2862,2003,7,25.0,6.8,37.67,-122.325,Oyster Point
2863,2003,7,26.0,6.6,37.636667,-122.313333,San Bruno Shoal
2864,2003,7,27.0,6.6,37.618333,-122.291667,San Francisco Airport
2865,2003,7,28.0,6.3,37.601667,-122.27,N. of San Mateo Bridge
2866,2003,7,29.0,6.4,37.58,-122.245,S. of San Mateo Bridge
2867,2003,7,29.5,6.3,37.568333,-122.218333,Steinberger Slough
2868,2003,7,30.0,6.4,37.555,-122.19,Redwood Creek
2869,2003,7,31.0,6.1,37.528333,-122.158333,Coyote Hills
2870,2003,7,32.0,6.1,37.518333,-122.133333,Ravenswood Point
2871,2003,7,33.0,6.0,37.508333,-122.121667,Dumbarton Bridge
2872,2003,7,34.0,5.9,37.495,-122.098333,Newark Slough
2873,2003,7,35.0,5.8,37.48,-122.078333,Mowry Slough
2874,2003,7,36.0,5.2,37.471667,-122.066667,Calaveras Point
2875,2003,7,649.0,7.7,38.06,-121.8,Sacramento River
2876,2003,7,657.0,7.7,38.151667,-121.688333,Rio Vista
2877,2003,8,2.0,8.0,38.063333,-121.851667,Chain Island
2878,2003,8,3.0,8.0,38.051667,-121.88,Pittsburg
2879,2003,8,4.0,8.0,38.048333,-121.935,Simmons Point
2880,2003,8,5.0,8.0,38.06,-121.98,Middle Ground
2881,2003,8,6.0,7.8,38.065,-122.035,Roe Island
2882,2003,8,7.0,7.6,38.048333,-122.096667,Avon Pier
2883,2003,8,8.0,7.6,38.03,-122.151667,Martinez
2884,2003,8,9.0,7.4,38.056667,-122.185,Benicia
2885,2003,8,10.0,7.4,38.06,-122.208333,Crockett
2886,2003,8,11.0,7.2,38.06,-122.266667,Mare Island
2887,2003,8,12.0,7.0,38.051667,-122.311667,Pinole Shoal
2888,2003,8,13.0,6.9,38.028333,-122.37,N. of Pinole Point
2889,2003,8,14.0,6.8,38.006667,-122.405,"""Echo"" Buoy"
2890,2003,8,15.0,6.8,37.973333,-122.436667,Point San Pablo
2891,2003,8,16.0,6.8,37.916667,-122.446667,"""Charlie"" Buoy"
2892,2003,8,17.0,6.8,37.878333,-122.421667,Raccoon Strait
2893,2003,8,18.0,7.0,37.846667,-122.421667,Point Blunt
2894,2003,8,20.0,6.5,37.82,-122.393333,Blossom Rock
2895,2003,8,21.0,6.9,37.788333,-122.358333,Bay Bridge
2896,2003,8,22.0,7.2,37.765,-122.358333,Potrero Point
2897,2003,8,23.0,7.2,37.728333,-122.336667,Hunter's Point
2898,2003,8,24.0,7.2,37.698333,-122.338333,Candlestick Point
2899,2003,8,25.0,7.4,37.67,-122.325,Oyster Point
2900,2003,8,26.0,7.35,37.636667,-122.313333,San Bruno Shoal
2901,2003,8,27.0,6.7,37.618333,-122.291667,San Francisco Airport
2902,2003,8,28.0,6.45,37.601667,-122.27,N. of San Mateo Bridge
2903,2003,8,29.0,6.5,37.58,-122.245,S. of San Mateo Bridge
2904,2003,8,29.5,6.45,37.568333,-122.218333,Steinberger Slough
2905,2003,8,30.0,6.5,37.555,-122.19,Redwood Creek
2906,2003,8,31.0,6.4,37.528333,-122.158333,Coyote Hills
2907,2003,8,32.0,6.5,37.518333,-122.133333,Ravenswood Point
2908,2003,8,33.0,6.3,37.508333,-122.121667,Dumbarton Bridge
2909,2003,8,34.0,5.95,37.495,-122.098333,Newark Slough
2910,2003,8,35.0,6.0,37.48,-122.078333,Mowry Slough
2911,2003,8,36.0,5.8,37.471667,-122.066667,Calaveras Point
2912,2003,8,649.0,8.2,38.06,-121.8,Sacramento River
2913,2003,8,657.0,8.0,38.151667,-121.688333,Rio Vista
2914,2003,9,2.0,8.1,38.063333,-121.851667,Chain Island
2915,2003,9,3.0,8.1,38.051667,-121.88,Pittsburg
2916,2003,9,4.0,8.1,38.048333,-121.935,Simmons Point
2917,2003,9,5.0,8.1,38.06,-121.98,Middle Ground
2918,2003,9,6.0,7.9,38.065,-122.035,Roe Island
2919,2003,9,7.0,7.4,38.048333,-122.096667,Avon Pier
2920,2003,9,8.0,7.5,38.03,-122.151667,Martinez
2921,2003,9,9.0,7.4,38.056667,-122.185,Benicia
2922,2003,9,10.0,7.3,38.06,-122.208333,Crockett
2923,2003,9,11.0,7.3,38.06,-122.266667,Mare Island
2924,2003,9,12.0,7.2,38.051667,-122.311667,Pinole Shoal
2925,2003,9,13.0,7.0,38.028333,-122.37,N. of Pinole Point
2926,2003,9,14.0,7.1,38.006667,-122.405,"""Echo"" Buoy"
2927,2003,9,15.0,7.0,37.973333,-122.436667,Point San Pablo
2928,2003,9,16.0,6.9,37.916667,-122.446667,"""Charlie"" Buoy"
2929,2003,9,17.0,6.9,37.878333,-122.421667,Raccoon Strait
2930,2003,9,18.0,6.9,37.846667,-122.421667,Point Blunt
2931,2003,9,20.0,6.8,37.82,-122.393333,Blossom Rock
2932,2003,9,21.0,7.45,37.788333,-122.358333,Bay Bridge
2933,2003,9,22.0,7.4,37.765,-122.358333,Potrero Point
2934,2003,9,23.0,7.35,37.728333,-122.336667,Hunter's Point
2935,2003,9,24.0,7.25,37.698333,-122.338333,Candlestick Point
2936,2003,9,25.0,7.05,37.67,-122.325,Oyster Point
2937,2003,9,26.0,7.0,37.636667,-122.313333,San Bruno Shoal
2938,2003,9,27.0,7.05,37.618333,-122.291667,San Francisco Airport
2939,2003,9,28.0,6.95,37.601667,-122.27,N. of San Mateo Bridge
2940,2003,9,29.0,7.05,37.58,-122.245,S. of San Mateo Bridge
2941,2003,9,29.5,7.05,37.568333,-122.218333,Steinberger Slough
2942,2003,9,30.0,6.9,37.555,-122.19,Redwood Creek
2943,2003,9,31.0,7.0,37.528333,-122.158333,Coyote Hills
2944,2003,9,32.0,6.7,37.518333,-122.133333,Ravenswood Point
2945,2003,9,33.0,6.7,37.508333,-122.121667,Dumbarton Bridge
2946,2003,9,34.0,6.55,37.495,-122.098333,Newark Slough
2947,2003,9,35.0,6.8,37.48,-122.078333,Mowry Slough
2948,2003,9,36.0,6.4,37.471667,-122.066667,Calaveras Point
2949,2003,9,649.0,8.1,38.06,-121.8,Sacramento River
2950,2003,9,657.0,7.9,38.151667,-121.688333,Rio Vista
2951,2003,10,2.0,8.4,38.063333,-121.851667,Chain Island
2952,2003,10,3.0,8.5,38.051667,-121.88,Pittsburg
2953,2003,10,4.0,8.5,38.048333,-121.935,Simmons Point
2954,2003,10,5.0,8.3,38.06,-121.98,Middle Ground
2955,2003,10,6.0,8.0,38.065,-122.035,Roe Island
2956,2003,10,7.0,7.9,38.048333,-122.096667,Avon Pier
2957,2003,10,8.0,8.0,38.03,-122.151667,Martinez
2958,2003,10,9.0,7.6,38.056667,-122.185,Benicia
2959,2003,10,10.0,7.6,38.06,-122.208333,Crockett
2960,2003,10,11.0,7.9,38.06,-122.266667,Mare Island
2961,2003,10,12.0,8.1,38.051667,-122.311667,Pinole Shoal
2962,2003,10,13.0,7.4,38.028333,-122.37,N. of Pinole Point
2963,2003,10,14.0,7.4,38.006667,-122.405,"""Echo"" Buoy"
2964,2003,10,15.0,7.6,37.973333,-122.436667,Point San Pablo
2965,2003,10,16.0,7.4,37.916667,-122.446667,"""Charlie"" Buoy"
2966,2003,10,17.0,7.1,37.878333,-122.421667,Raccoon Strait
2967,2003,10,18.0,6.7,37.846667,-122.421667,Point Blunt
2968,2003,10,20.0,6.8,37.82,-122.393333,Blossom Rock
2969,2003,10,21.0,6.8,37.788333,-122.358333,Bay Bridge
2970,2003,10,22.0,6.7,37.765,-122.358333,Potrero Point
2971,2003,10,23.0,7.0,37.728333,-122.336667,Hunter's Point
2972,2003,10,24.0,7.3,37.698333,-122.338333,Candlestick Point
2973,2003,10,25.0,7.5,37.67,-122.325,Oyster Point
2974,2003,10,26.0,7.9,37.636667,-122.313333,San Bruno Shoal
2975,2003,10,27.0,7.1,37.618333,-122.291667,San Francisco Airport
2976,2003,10,29.0,7.1,37.58,-122.245,S. of San Mateo Bridge
2977,2003,10,29.5,7.2,37.568333,-122.218333,Steinberger Slough
2978,2003,10,30.0,7.0,37.555,-122.19,Redwood Creek
2979,2003,10,31.0,7.2,37.528333,-122.158333,Coyote Hills
2980,2003,10,32.0,7.3,37.518333,-122.133333,Ravenswood Point
2981,2003,10,33.0,7.5,37.508333,-122.121667,Dumbarton Bridge
2982,2003,10,34.0,7.4,37.495,-122.098333,Newark Slough
2983,2003,10,35.0,7.2,37.48,-122.078333,Mowry Slough
2984,2003,10,36.0,7.0,37.471667,-122.066667,Calaveras Point
2985,2003,10,649.0,8.4,38.06,-121.8,Sacramento River
2986,2003,10,657.0,8.2,38.151667,-121.688333,Rio Vista
2987,2003,11,2.0,9.5,38.063333,-121.851667,Chain Island
2988,2003,11,3.0,9.4,38.051667,-121.88,Pittsburg
2989,2003,11,4.0,9.4,38.048333,-121.935,Simmons Point
2990,2003,11,5.0,9.3,38.06,-121.98,Middle Ground
2991,2003,11,6.0,9.3,38.065,-122.035,Roe Island
2992,2003,11,7.0,9.0,38.048333,-122.096667,Avon Pier
2993,2003,11,8.0,8.9,38.03,-122.151667,Martinez
2994,2003,11,9.0,8.7,38.056667,-122.185,Benicia
2995,2003,11,10.0,8.6,38.06,-122.208333,Crockett
2996,2003,11,11.0,8.8,38.06,-122.266667,Mare Island
2997,2003,11,12.0,8.5,38.051667,-122.311667,Pinole Shoal
2998,2003,11,13.0,8.6,38.028333,-122.37,N. of Pinole Point
2999,2003,11,14.0,8.5,38.006667,-122.405,"""Echo"" Buoy"
3000,2003,11,15.0,8.8,37.973333,-122.436667,Point San Pablo
3001,2003,11,16.0,8.4,37.916667,-122.446667,"""Charlie"" Buoy"
3002,2003,11,17.0,8.4,37.878333,-122.421667,Raccoon Strait
3003,2003,11,18.0,8.1,37.846667,-122.421667,Point Blunt
3004,2003,11,20.0,8.2,37.82,-122.393333,Blossom Rock
3005,2003,11,21.0,8.0,37.788333,-122.358333,Bay Bridge
3006,2003,11,22.0,8.2,37.765,-122.358333,Potrero Point
3007,2003,11,23.0,8.1,37.728333,-122.336667,Hunter's Point
3008,2003,11,24.0,7.8,37.698333,-122.338333,Candlestick Point
3009,2003,11,25.0,7.7,37.67,-122.325,Oyster Point
3010,2003,11,26.0,7.9,37.636667,-122.313333,San Bruno Shoal
3011,2003,11,27.0,8.1,37.618333,-122.291667,San Francisco Airport
3012,2003,11,28.0,8.0,37.601667,-122.27,N. of San Mateo Bridge
3013,2003,11,29.0,8.0,37.58,-122.245,S. of San Mateo Bridge
3014,2003,11,29.5,7.9,37.568333,-122.218333,Steinberger Slough
3015,2003,11,30.0,8.0,37.555,-122.19,Redwood Creek
3016,2003,11,31.0,8.1,37.528333,-122.158333,Coyote Hills
3017,2003,11,32.0,8.4,37.518333,-122.133333,Ravenswood Point
3018,2003,11,33.0,8.9,37.508333,-122.121667,Dumbarton Bridge
3019,2003,11,34.0,8.3,37.495,-122.098333,Newark Slough
3020,2003,11,35.0,8.1,37.48,-122.078333,Mowry Slough
3021,2003,11,36.0,8.1,37.471667,-122.066667,Calaveras Point
3022,2003,11,649.0,9.3,38.06,-121.8,Sacramento River
3023,2003,11,657.0,9.2,38.151667,-121.688333,Rio Vista
3024,2003,12,2.0,9.7,38.063333,-121.851667,Chain Island
3025,2003,12,3.0,9.7,38.051667,-121.88,Pittsburg
3026,2003,12,5.0,9.8,38.06,-121.98,Middle Ground
3027,2003,12,6.0,9.8,38.065,-122.035,Roe Island
3028,2003,12,7.0,9.8,38.048333,-122.096667,Avon Pier
3029,2003,12,8.0,9.7,38.03,-122.151667,Martinez
3030,2003,12,9.0,9.6,38.056667,-122.185,Benicia
3031,2003,12,10.0,9.5,38.06,-122.208333,Crockett
3032,2003,12,11.0,9.3,38.06,-122.266667,Mare Island
3033,2003,12,12.0,9.2,38.051667,-122.311667,Pinole Shoal
3034,2003,12,13.0,9.1,38.028333,-122.37,N. of Pinole Point
3035,2003,12,14.0,8.9,38.006667,-122.405,"""Echo"" Buoy"
3036,2003,12,15.0,9.1,37.973333,-122.436667,Point San Pablo
3037,2003,12,16.0,8.6,37.916667,-122.446667,"""Charlie"" Buoy"
3038,2003,12,17.0,8.5,37.878333,-122.421667,Raccoon Strait
3039,2003,12,18.0,8.6,37.846667,-122.421667,Point Blunt
3040,2003,12,20.0,8.6,37.82,-122.393333,Blossom Rock
3041,2003,12,21.0,8.4,37.788333,-122.358333,Bay Bridge
3042,2003,12,22.0,8.5,37.765,-122.358333,Potrero Point
3043,2003,12,23.0,8.5,37.728333,-122.336667,Hunter's Point
3044,2003,12,24.0,8.5,37.698333,-122.338333,Candlestick Point
3045,2003,12,25.0,8.1,37.67,-122.325,Oyster Point
3046,2003,12,26.0,8.3,37.636667,-122.313333,San Bruno Shoal
3047,2003,12,27.0,8.4,37.618333,-122.291667,San Francisco Airport
3048,2003,12,28.0,8.3,37.601667,-122.27,N. of San Mateo Bridge
3049,2003,12,29.0,8.3,37.58,-122.245,S. of San Mateo Bridge
3050,2003,12,29.5,8.2,37.568333,-122.218333,Steinberger Slough
3051,2003,12,30.0,8.3,37.555,-122.19,Redwood Creek
3052,2003,12,31.0,8.3,37.528333,-122.158333,Coyote Hills
3053,2003,12,32.0,8.3,37.518333,-122.133333,Ravenswood Point
3054,2003,12,33.0,8.4,37.508333,-122.121667,Dumbarton Bridge
3055,2003,12,649.0,9.5,38.06,-121.8,Sacramento River
3056,2003,12,657.0,9.7,38.151667,-121.688333,Rio Vista
3057,2004,1,2.0,9.8,38.063333,-121.851667,Chain Island
3058,2004,1,3.0,9.8,38.051667,-121.88,Pittsburg
3059,2004,1,4.0,9.9,38.048333,-121.935,Simmons Point
3060,2004,1,5.0,9.9,38.06,-121.98,Middle Ground
3061,2004,1,6.0,10.0,38.065,-122.035,Roe Island
3062,2004,1,7.0,9.9,38.048333,-122.096667,Avon Pier
3063,2004,1,8.0,10.0,38.03,-122.151667,Martinez
3064,2004,1,9.0,10.0,38.056667,-122.185,Benicia
3065,2004,1,10.0,9.9,38.06,-122.208333,Crockett
3066,2004,1,11.0,9.6,38.06,-122.266667,Mare Island
3067,2004,1,12.0,9.5,38.051667,-122.311667,Pinole Shoal
3068,2004,1,13.0,9.5,38.028333,-122.37,N. of Pinole Point
3069,2004,1,14.0,9.4,38.006667,-122.405,"""Echo"" Buoy"
3070,2004,1,15.0,9.6,37.973333,-122.436667,Point San Pablo
3071,2004,1,16.0,9.4,37.916667,-122.446667,"""Charlie"" Buoy"
3072,2004,1,17.0,9.4,37.878333,-122.421667,Raccoon Strait
3073,2004,1,18.0,8.9,37.846667,-122.421667,Point Blunt
3074,2004,1,20.0,8.8,37.82,-122.393333,Blossom Rock
3075,2004,1,21.0,8.9,37.788333,-122.358333,Bay Bridge
3076,2004,1,22.0,8.9,37.765,-122.358333,Potrero Point
3077,2004,1,24.0,8.7,37.698333,-122.338333,Candlestick Point
3078,2004,1,25.0,8.7,37.67,-122.325,Oyster Point
3079,2004,1,26.0,8.7,37.636667,-122.313333,San Bruno Shoal
3080,2004,1,27.0,8.8,37.618333,-122.291667,San Francisco Airport
3081,2004,1,28.0,8.8,37.601667,-122.27,N. of San Mateo Bridge
3082,2004,1,29.0,8.8,37.58,-122.245,S. of San Mateo Bridge
3083,2004,1,29.5,8.4,37.568333,-122.218333,Steinberger Slough
3084,2004,1,30.0,8.8,37.555,-122.19,Redwood Creek
3085,2004,1,31.0,8.8,37.528333,-122.158333,Coyote Hills
3086,2004,1,32.0,8.7,37.518333,-122.133333,Ravenswood Point
3087,2004,1,33.0,8.5,37.508333,-122.121667,Dumbarton Bridge
3088,2004,1,34.0,8.7,37.495,-122.098333,Newark Slough
3089,2004,1,35.0,8.8,37.48,-122.078333,Mowry Slough
3090,2004,1,36.0,8.7,37.471667,-122.066667,Calaveras Point
3091,2004,1,649.0,9.9,38.06,-121.8,Sacramento River
3092,2004,1,657.0,9.7,38.151667,-121.688333,Rio Vista
3093,2004,2,2.0,10.2,38.063333,-121.851667,Chain Island
3094,2004,2,3.0,10.2,38.051667,-121.88,Pittsburg
3095,2004,2,4.0,10.2,38.048333,-121.935,Simmons Point
3096,2004,2,5.0,10.1,38.06,-121.98,Middle Ground
3097,2004,2,6.0,10.2,38.065,-122.035,Roe Island
3098,2004,2,7.0,10.0,38.048333,-122.096667,Avon Pier
3099,2004,2,8.0,9.7,38.03,-122.151667,Martinez
3100,2004,2,9.0,9.7,38.056667,-122.185,Benicia
3101,2004,2,10.0,9.7,38.06,-122.208333,Crockett
3102,2004,2,11.0,9.5,38.06,-122.266667,Mare Island
3103,2004,2,12.0,9.3,38.051667,-122.311667,Pinole Shoal
3104,2004,2,13.0,9.1,38.028333,-122.37,N. of Pinole Point
3105,2004,2,14.0,9.1,38.006667,-122.405,"""Echo"" Buoy"
3106,2004,2,15.0,9.1,37.973333,-122.436667,Point San Pablo
3107,2004,2,16.0,8.9,37.916667,-122.446667,"""Charlie"" Buoy"
3108,2004,2,17.0,8.9,37.878333,-122.421667,Raccoon Strait
3109,2004,2,18.0,8.4,37.846667,-122.421667,Point Blunt
3110,2004,2,20.0,8.5,37.82,-122.393333,Blossom Rock
3111,2004,2,21.0,8.6,37.788333,-122.358333,Bay Bridge
3112,2004,2,22.0,8.65,37.765,-122.358333,Potrero Point
3113,2004,2,23.0,8.75,37.728333,-122.336667,Hunter's Point
3114,2004,2,24.0,8.85,37.698333,-122.338333,Candlestick Point
3115,2004,2,25.0,8.8,37.67,-122.325,Oyster Point
3116,2004,2,26.0,8.95,37.636667,-122.313333,San Bruno Shoal
3117,2004,2,27.0,8.7,37.618333,-122.291667,San Francisco Airport
3118,2004,2,28.0,8.5,37.601667,-122.27,N. of San Mateo Bridge
3119,2004,2,29.0,8.8,37.58,-122.245,S. of San Mateo Bridge
3120,2004,2,29.5,8.95,37.568333,-122.218333,Steinberger Slough
3121,2004,2,30.0,8.9,37.555,-122.19,Redwood Creek
3122,2004,2,31.0,8.85,37.528333,-122.158333,Coyote Hills
3123,2004,2,32.0,9.0,37.518333,-122.133333,Ravenswood Point
3124,2004,2,33.0,8.9,37.508333,-122.121667,Dumbarton Bridge
3125,2004,2,34.0,8.95,37.495,-122.098333,Newark Slough
3126,2004,2,35.0,8.85,37.48,-122.078333,Mowry Slough
3127,2004,2,36.0,8.85,37.471667,-122.066667,Calaveras Point
3128,2004,2,649.0,10.1,38.06,-121.8,Sacramento River
3129,2004,2,657.0,10.0,38.151667,-121.688333,Rio Vista
3130,2004,3,2.0,9.4,38.063333,-121.851667,Chain Island
3131,2004,3,3.0,9.5,38.051667,-121.88,Pittsburg
3132,2004,3,4.0,9.4,38.048333,-121.935,Simmons Point
3133,2004,3,6.0,9.5,38.065,-122.035,Roe Island
3134,2004,3,7.0,9.5,38.048333,-122.096667,Avon Pier
3135,2004,3,8.0,9.5,38.03,-122.151667,Martinez
3136,2004,3,9.0,9.5,38.056667,-122.185,Benicia
3137,2004,3,10.0,9.5,38.06,-122.208333,Crockett
3138,2004,3,11.0,9.5,38.06,-122.266667,Mare Island
3139,2004,3,12.0,9.4,38.051667,-122.311667,Pinole Shoal
3140,2004,3,13.0,9.1,38.028333,-122.37,N. of Pinole Point
3141,2004,3,14.0,9.2,38.006667,-122.405,"""Echo"" Buoy"
3142,2004,3,15.0,9.2,37.973333,-122.436667,Point San Pablo
3143,2004,3,16.0,9.2,37.916667,-122.446667,"""Charlie"" Buoy"
3144,2004,3,17.0,8.6,37.878333,-122.421667,Raccoon Strait
3145,2004,3,18.0,8.6,37.846667,-122.421667,Point Blunt
3146,2004,3,20.0,8.8,37.82,-122.393333,Blossom Rock
3147,2004,3,21.0,9.1,37.788333,-122.358333,Bay Bridge
3148,2004,3,22.0,9.2,37.765,-122.358333,Potrero Point
3149,2004,3,23.0,8.9333,37.728333,-122.336667,Hunter's Point
3150,2004,3,24.0,9.2,37.698333,-122.338333,Candlestick Point
3151,2004,3,25.0,9.6333,37.67,-122.325,Oyster Point
3152,2004,3,26.0,10.1667,37.636667,-122.313333,San Bruno Shoal
3153,2004,3,27.0,10.0,37.618333,-122.291667,San Francisco Airport
3154,2004,3,28.0,9.7667,37.601667,-122.27,N. of San Mateo Bridge
3155,2004,3,29.0,9.6333,37.58,-122.245,S. of San Mateo Bridge
3156,2004,3,29.5,9.6667,37.568333,-122.218333,Steinberger Slough
3157,2004,3,30.0,9.2,37.555,-122.19,Redwood Creek
3158,2004,3,31.0,9.0667,37.528333,-122.158333,Coyote Hills
3159,2004,3,32.0,8.8667,37.518333,-122.133333,Ravenswood Point
3160,2004,3,33.0,8.6667,37.508333,-122.121667,Dumbarton Bridge
3161,2004,3,34.0,8.0667,37.495,-122.098333,Newark Slough
3162,2004,3,35.0,8.4,37.48,-122.078333,Mowry Slough
3163,2004,3,36.0,8.3,37.471667,-122.066667,Calaveras Point
3164,2004,3,649.0,9.4,38.06,-121.8,Sacramento River
3165,2004,3,657.0,9.3,38.151667,-121.688333,Rio Vista
3166,2004,4,2.0,9.5,38.063333,-121.851667,Chain Island
3167,2004,4,3.0,9.5,38.051667,-121.88,Pittsburg
3168,2004,4,4.0,9.4,38.048333,-121.935,Simmons Point
3169,2004,4,5.0,9.5,38.06,-121.98,Middle Ground
3170,2004,4,6.0,9.5,38.065,-122.035,Roe Island
3171,2004,4,7.0,9.4,38.048333,-122.096667,Avon Pier
3172,2004,4,8.0,9.2,38.03,-122.151667,Martinez
3173,2004,4,9.0,8.9,38.056667,-122.185,Benicia
3174,2004,4,10.0,9.1,38.06,-122.208333,Crockett
3175,2004,4,11.0,8.8,38.06,-122.266667,Mare Island
3176,2004,4,12.0,8.7,38.051667,-122.311667,Pinole Shoal
3177,2004,4,13.0,8.7,38.028333,-122.37,N. of Pinole Point
3178,2004,4,14.0,8.5,38.006667,-122.405,"""Echo"" Buoy"
3179,2004,4,15.0,8.6,37.973333,-122.436667,Point San Pablo
3180,2004,4,16.0,8.5,37.916667,-122.446667,"""Charlie"" Buoy"
3181,2004,4,17.0,8.2,37.878333,-122.421667,Raccoon Strait
3182,2004,4,18.0,8.0,37.846667,-122.421667,Point Blunt
3183,2004,4,20.0,8.1,37.82,-122.393333,Blossom Rock
3184,2004,4,21.0,8.3,37.788333,-122.358333,Bay Bridge
3185,2004,4,22.0,8.0667,37.765,-122.358333,Potrero Point
3186,2004,4,23.0,8.4,37.728333,-122.336667,Hunter's Point
3187,2004,4,24.0,8.1667,37.698333,-122.338333,Candlestick Point
3188,2004,4,25.0,8.5667,37.67,-122.325,Oyster Point
3189,2004,4,26.0,8.3667,37.636667,-122.313333,San Bruno Shoal
3190,2004,4,27.0,8.3,37.618333,-122.291667,San Francisco Airport
3191,2004,4,28.0,8.2,37.601667,-122.27,N. of San Mateo Bridge
3192,2004,4,29.0,8.3,37.58,-122.245,S. of San Mateo Bridge
3193,2004,4,29.5,8.1,37.568333,-122.218333,Steinberger Slough
3194,2004,4,30.0,7.8333,37.555,-122.19,Redwood Creek
3195,2004,4,31.0,7.7,37.528333,-122.158333,Coyote Hills
3196,2004,4,32.0,7.7333,37.518333,-122.133333,Ravenswood Point
3197,2004,4,33.0,7.5333,37.508333,-122.121667,Dumbarton Bridge
3198,2004,4,34.0,7.3667,37.495,-122.098333,Newark Slough
3199,2004,4,35.0,6.85,37.48,-122.078333,Mowry Slough
3200,2004,4,36.0,6.95,37.471667,-122.066667,Calaveras Point
3201,2004,4,649.0,9.5,38.06,-121.8,Sacramento River
3202,2004,4,657.0,9.5,38.151667,-121.688333,Rio Vista
3203,2004,5,2.0,8.8,38.063333,-121.851667,Chain Island
3204,2004,5,3.0,8.7,38.051667,-121.88,Pittsburg
